question,cypher,data_source,instance_id,database_reference_alias
What is the name of the movie with the highest average vote and released after 2010?,"MATCH (m:Movie) WHERE m.release_date > date('2010-01-01') RETURN m.title AS movie_title, m.average_vote AS average_vote ORDER BY average_vote DESC LIMIT 1",neo4jLabs_synthetic_gemini,instance_id_32036,neo4jlabs_demo_db_eoflix
What are the first 5 orders placed in the year 1996?,MATCH (o:Order) WHERE o.orderDate STARTS WITH '1996' RETURN o ORDER BY o.orderDate LIMIT 5,neo4jLabs_synthetic_gpt4turbo,instance_id_21913,neo4jlabs_demo_db_northwind
Find officers linked to entities that were incorporated in 2007 and are still active.,"MATCH (e:Entity)-[:officer_of]-(o:Officer) WHERE e.incorporation_date CONTAINS '2007' AND e.status = 'Active' RETURN o.name AS officer_name, e.name AS entity_name",neo4jLabs_synthetic_gpt4o,instance_id_44880,neo4jlabs_demo_db_offshoreleaks
What genres have more than ten movies associated with them?,"MATCH (m:Movie)-[:IN_GENRE]->(g:Genre) WITH g, count(m) AS movieCount WHERE movieCount > 10 RETURN g.name, movieCount",neo4jLabs_synthetic_gpt4turbo,instance_id_25273,neo4jlabs_demo_db_recommendations
What are the top 5 movies with the most complex taglines?,"MATCH (m:Movie) WHERE m.tagline IS NOT NULL RETURN m.title, m.tagline ORDER BY size(split(m.tagline, ' ')) DESC LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_20992,neo4jlabs_demo_db_eoflix
List the top 5 entities with the highest number of filings where they are the beneficiary.,"MATCH (f:Filing)-[:BENEFITS]->(e:Entity) WITH e, count(f) AS filingCount ORDER BY filingCount DESC LIMIT 5 RETURN e.name AS entityName, filingCount",neo4jLabs_synthetic_gemini,instance_id_28332,neo4jlabs_demo_db_fincen
List the top 5 beneficiary banks by the total amount received from filings.,"MATCH (f:Filing)-[:BENEFITS]->(e:Entity) WITH e.name AS beneficiary_bank, SUM(f.amount) AS total_amount RETURN beneficiary_bank, total_amount ORDER BY total_amount DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_41055,neo4jlabs_demo_db_fincen
Which 3 languages are most commonly spoken in movies with an average vote below 4?,"MATCH (m:Movie)-[:SPOKEN_IN_LANGUAGE]->(l:Language) WHERE m.average_vote < 4 RETURN l.name AS language, count(*) AS count ORDER BY count DESC LIMIT 3",neo4jLabs_synthetic_claudeopus,instance_id_36912,neo4jlabs_demo_db_eoflix
What are the top 5 movies with an original title different from their title?,"MATCH (m:Movie) WHERE m.original_title <> m.title RETURN m.title, m.original_title ORDER BY m.popularity DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_38056,neo4jlabs_demo_db_eoflix
"Which Entities have a ""registered_address"" relationship with an Address in ""Samoa""?","MATCH (a:Address {countries: ""Samoa""})<-[:registered_address]-(e:Entity) RETURN e.name",neo4jLabs_synthetic_gemini,instance_id_31367,neo4jlabs_demo_db_offshoreleaks
Which languages have more than 5 movies spoken in them?,"MATCH (l:Language)<-[:SPOKEN_IN_LANGUAGE]-(m:Movie) WITH l, count(m) AS movieCount WHERE movieCount > 5 RETURN l.name AS language, movieCount",neo4jLabs_synthetic_claudeopus,instance_id_35126,neo4jlabs_demo_db_eoflix
List all movies that are part of any collection and have a revenue less than 1 million USD.,"MATCH (m:Movie)-[:IN_COLLECTION]->(c:Collection) WHERE m.revenue < 1000000 RETURN m.title AS MovieTitle, c.name AS CollectionName, m.revenue AS Revenue",neo4jLabs_synthetic_gpt4o,instance_id_44453,neo4jlabs_demo_db_eoflix
Find the descriptions of streams that have chatted with the user '9linda'.,MATCH (u:User {name: '9linda'})-[:CHATTER]->(s:Stream) RETURN s.description AS StreamDescription,neo4jLabs_synthetic_gpt4turbo,instance_id_25455,neo4jlabs_demo_db_twitch
What is the average IMDb rating of movies with a budget greater than $100 million?,MATCH (m:Movie) WHERE m.budget > 100000000 WITH avg(m.imdbRating) AS averageRating RETURN averageRating,neo4jLabs_synthetic_gemini,instance_id_29772,neo4jlabs_demo_db_recommendations
How many unique games are played by streams with more than 500000 followers?,MATCH (s:Stream)-[:PLAYS]->(g:Game) WHERE s.followers > 500000 RETURN COUNT(DISTINCT g) AS unique_games_count,neo4jLabs_synthetic_gpt4turbo,instance_id_24455,neo4jlabs_demo_db_twitch
Which actors have played a role in movies with a budget over 200 million dollars?,MATCH (a:Actor)-[r:ACTED_IN]->(m:Movie) WHERE m.budget > 200000000 RETURN DISTINCT a.name,neo4jLabs_synthetic_gpt4o,instance_id_42106,neo4jlabs_demo_db_recommendations
Which streams are part of a team created after 2015?,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team) WHERE t.createdAt > datetime('2015-01-01T00:00:00Z') RETURN s.name AS stream_name, t.name AS team_name, t.createdAt AS team_created_at",neo4jLabs_synthetic_gpt4o,instance_id_43618,neo4jlabs_demo_db_twitch
What is the valid_until date of the officer with node_id 12174285?,MATCH (o:Officer {node_id: 12174285}) RETURN o.valid_until,neo4jLabs_synthetic_gemini,instance_id_31001,neo4jlabs_demo_db_offshoreleaks
What are the most recent three movies added to the database?,MATCH (m:Movie) RETURN m ORDER BY m.release_date DESC LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_20665,neo4jlabs_demo_db_eoflix
Find all people who have followed and been followed by the same person.,"MATCH (p1:Person)-[:FOLLOWS]->(p2:Person)<-[:FOLLOWS]-(p1) RETURN p1, p2",neo4jLabs_synthetic_gpt4turbo,instance_id_23642,neo4jlabs_demo_db_movies
List the first 3 adult films with a tagline 'Humiliation. Rape. Murder. You know the drill.',MATCH (a:Adult) WHERE a.tagline = 'Humiliation. Rape. Murder. You know the drill.' RETURN a.title LIMIT 3,neo4jLabs_synthetic_claudeopus,instance_id_38066,neo4jlabs_demo_db_eoflix
Who are the top 3 users that have interacted with 'Neo4j' the most?,"MATCH (me:Me {screen_name: 'neo4j'})-[:INTERACTS_WITH]->(user:User) RETURN user.name AS userName, COUNT(*) AS interactionCount ORDER BY interactionCount DESC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_42818,neo4jlabs_demo_db_twitter
"List the first 3 games that have been featured in streams with a team having over 1,000 followers.",MATCH (s:Stream)-[:PLAYS]->(g:Game) MATCH (s)-[:HAS_TEAM]->(t:Team) WHERE s.followers > 1000 RETURN DISTINCT g.name LIMIT 3,neo4jLabs_synthetic_gpt4o,instance_id_43235,neo4jlabs_demo_db_twitch
List the first 5 streams that have changed their primary game at least once.,"MATCH (s:Stream)-[:PLAYS]->(g:Game) WITH s, count(distinct g) AS num_games WHERE num_games > 1 RETURN s.name AS stream_name, s.url AS stream_url ORDER BY s.createdAt LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_37380,neo4jlabs_demo_db_twitch
List the top 5 streams that have the most number of languages associated.,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language) WITH s, count(l) AS num_languages ORDER BY num_languages DESC LIMIT 5 RETURN s.id AS StreamID, s.name AS StreamName, num_languages",neo4jLabs_synthetic_gpt4turbo,instance_id_24508,neo4jlabs_demo_db_twitch
Identify the top 5 users who have a profile image URL ending with 'normal.jpg' and follow 'Neo4j'.,MATCH (u:User)-[:FOLLOWS]->(m:Me {name: 'Neo4j'}) WHERE u.profile_image_url ENDS WITH 'normal.jpg' RETURN u ORDER BY u.followers DESC LIMIT 5,neo4jLabs_synthetic_gpt4turbo,instance_id_24971,neo4jlabs_demo_db_twitter
What is the total quantity of products ordered by the customer with customerID 'VINET'?,MATCH (c:Customer {customerID: 'VINET'})-[:PURCHASED]->(:Order)-[o:ORDERS]->(p:Product) RETURN sum(o.quantity) AS totalQuantity,neo4jLabs_synthetic_gemini,instance_id_30869,neo4jlabs_demo_db_northwind
List the top 5 highest rated movies by users.,"MATCH (u:User)-[r:RATED]->(m:Movie) RETURN m.title, AVG(r.rating) AS average_rating ORDER BY average_rating DESC LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_20809,neo4jlabs_demo_db_eoflix
What is the name of the movie with the highest IMDb rating that is in black and white?,"MATCH (m:Movie) RETURN m.title, m.imdbRating ORDER BY m.imdbRating DESC LIMIT 1",neo4jLabs_synthetic_gemini,instance_id_29717,neo4jlabs_demo_db_recommendations
What are the names of the top 3 Entities by the total amount of Filings they have benefited from?,"MATCH (e:Entity)<-[:BENEFITS]-(f:Filing) WITH e, SUM(f.amount) AS totalAmount ORDER BY totalAmount DESC LIMIT 3 RETURN e.name AS entityName, totalAmount",neo4jLabs_synthetic_gpt4o,instance_id_41223,neo4jlabs_demo_db_fincen
Find the movies that have a poster path.,MATCH (m:Movie) WHERE m.poster_path IS NOT NULL RETURN m,neo4jLabs_synthetic_gemini,instance_id_32053,neo4jlabs_demo_db_eoflix
What is the longest movie tagline in the dataset?,MATCH (m:Movie) WITH max(size(m.tagline)) AS max_length MATCH (m:Movie) WHERE size(m.tagline) = max_length RETURN m.tagline,neo4jLabs_synthetic_gemini,instance_id_32767,neo4jlabs_demo_db_movies
"Which movie has the most crew members with a job of ""Writer""?","MATCH (m:Movie)<-[cf:CREW_FOR]-(p:Person) WHERE cf.job = ""Writer"" WITH m, count(DISTINCT p) AS writer_count ORDER BY writer_count DESC RETURN m.title AS movie_title, writer_count LIMIT 1",neo4jLabs_synthetic_gemini,instance_id_31952,neo4jlabs_demo_db_eoflix
What are the top 5 actors by number of movies acted in with a revenue greater than 500 million dollars?,"MATCH (a:Actor)-[:ACTED_IN]->(m:Movie) WHERE m.revenue > 500000000 WITH a, count(m) AS movieCount ORDER BY movieCount DESC LIMIT 5 RETURN a.name AS actorName, movieCount",neo4jLabs_synthetic_gpt4o,instance_id_42782,neo4jlabs_demo_db_recommendations
Find the movies with a tagline containing 'beginning'.,"MATCH (m:Movie) WHERE m.tagline CONTAINS 'beginning' RETURN m.title, m.tagline",neo4jLabs_synthetic_claudeopus,instance_id_38217,neo4jlabs_demo_db_movies
What are the first 3 movies with a review summary 'An amazing journey' and their ratings?,"MATCH (p:Person)-[r:REVIEWED]->(m:Movie) WHERE r.summary = 'An amazing journey' RETURN m.title AS movie_title, r.rating AS rating ORDER BY m.released LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_39977,neo4jlabs_demo_db_movies
List the production companies that have produced movies with an original language of Spanish.,MATCH (m:Movie)-[:PRODUCED_BY]->(pc:ProductionCompany) WHERE exists {   (m)-[:ORIGINAL_LANGUAGE]->(:Language {name: 'Spanish'}) } RETURN DISTINCT pc.name,neo4jLabs_synthetic_gpt4turbo,instance_id_20745,neo4jlabs_demo_db_eoflix
How many people have directed more than two movies?,"MATCH (p:Person)-[:DIRECTED]->(m:Movie) WITH p, count(m) AS moviesDirected WHERE moviesDirected > 2 RETURN count(p) AS directorsCount",neo4jLabs_synthetic_gpt4turbo,instance_id_24128,neo4jlabs_demo_db_movies
"What is the `icij_id` of the officer associated with the entity named ""NINGBO SUNRISE ENTERPRISES UNITED CO., LTD.""?","MATCH (e:Entity {name: ""NINGBO SUNRISE ENTERPRISES UNITED CO., LTD.""})<-[:officer_of]-(o:Officer) RETURN o.icij_id",neo4jLabs_synthetic_gemini,instance_id_30596,neo4jlabs_demo_db_offshoreleaks
List the top 5 routers in DataCenter 'DC1' by zone number.,"MATCH (dc:DataCenter {name: 'DC1'})-[:CONTAINS]->(r:Router) RETURN r.name, r.zone ORDER BY r.zone DESC LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_20252,neo4jlabs_demo_db_network
List the first 5 movies released in the year 1995.,MATCH (m:Movie) WHERE date(m.release_date).year = 1995 WITH m  ORDER BY m.release_date ASC LIMIT 5 RETURN m,neo4jLabs_synthetic_gemini,instance_id_34594,neo4jlabs_demo_db_eoflix
Which movies did Nancy Meyers write?,"MATCH (p:Person {name: ""Nancy Meyers""})-[:WROTE]->(m:Movie) RETURN m.title",neo4jLabs_synthetic_gemini,instance_id_33665,neo4jlabs_demo_db_movies
Find the top 5 movies by revenue that have a runtime less than 100 minutes.,MATCH (m:Movie) WHERE m.runtime < 100 AND m.revenue IS NOT NULL RETURN m ORDER BY m.revenue DESC LIMIT 5,neo4jLabs_synthetic_gpt4turbo,instance_id_25074,neo4jlabs_demo_db_recommendations
What is the average number of followers for streams that have at least 2 moderators?,"MATCH (s:Stream)-[:MODERATOR]->(m) WITH s, count(DISTINCT m) AS moderatorCount WHERE moderatorCount >= 2 RETURN avg(s.followers) AS averageFollowers",neo4jLabs_synthetic_gemini,instance_id_33911,neo4jlabs_demo_db_twitch
"Which Entities have the same ""original_name"" but are incorporated in different jurisdictions?","MATCH (e1:Entity), (e2:Entity) WHERE e1.original_name = e2.original_name AND e1.jurisdiction <> e2.jurisdiction RETURN DISTINCT e1.original_name, e1.jurisdiction, e2.jurisdiction",neo4jLabs_synthetic_gemini,instance_id_31353,neo4jlabs_demo_db_offshoreleaks
Which 5 users have rated movies primarily in the 'Drama' genre?,"MATCH (u:User)-[r:RATED]->(m:Movie)-[:IN_GENRE]->(g:Genre {name: 'Drama'}) WITH u, COUNT(r) AS dramaRatings ORDER BY dramaRatings DESC LIMIT 5 RETURN u.name AS userName, dramaRatings",neo4jLabs_synthetic_gpt4o,instance_id_42752,neo4jlabs_demo_db_recommendations
Find the top 3 tweets with the highest number of favorites.,"MATCH (t:Tweet) RETURN t.text, t.favorites ORDER BY t.favorites DESC LIMIT 3",neo4jLabs_synthetic_claudeopus,instance_id_36638,neo4jlabs_demo_db_twitter
List the first 5 entities that have been struck off as of 2013.,MATCH (e:Entity) WHERE e.struck_off_date STARTS WITH '2013' RETURN e LIMIT 5,neo4jLabs_synthetic_gpt4turbo,instance_id_21256,neo4jlabs_demo_db_offshoreleaks
What are the first 3 streams that have a description containing the word 'hilarious'?,MATCH (s:Stream) WHERE s.description CONTAINS 'hilarious' RETURN s LIMIT 3,neo4jLabs_synthetic_claudeopus,instance_id_37013,neo4jlabs_demo_db_twitch
Who are the people born before 1950 who have directed a movie?,MATCH (p:Person) WHERE p.born < 1950 MATCH (p)-[:DIRECTED]->(m:Movie) RETURN DISTINCT p.name,neo4jLabs_synthetic_gemini,instance_id_32686,neo4jlabs_demo_db_movies
"Show the top 5 Filings where the amount is between $500,000 and $1,000,000.",MATCH (f:Filing) WHERE f.amount >= 500000 AND f.amount <= 1000000 RETURN f ORDER BY f.amount DESC LIMIT 5,neo4jLabs_synthetic_gpt4turbo,instance_id_21472,neo4jlabs_demo_db_fincen
"What is the URL of the stream that is moderated by the user with the least amount of followers and has the language ""ru""?","MATCH (u:User)-[:MODERATOR]->(s:Stream) WITH u, min(s.followers) AS min_followers MATCH (u)-[:MODERATOR]->(s:Stream {followers: min_followers}) MATCH (s)-[:HAS_LANGUAGE]->(l:Language {name: 'ru'}) RETURN DISTINCT s.url",neo4jLabs_synthetic_gemini,instance_id_33874,neo4jlabs_demo_db_twitch
What are the names of directors who have directed both a 'Comedy' and a 'Drama' movie?,"MATCH (d:Director)-[:DIRECTED]->(m1:Movie)-[:IN_GENRE]->(g1:Genre {name: 'Comedy'}),       (d)-[:DIRECTED]->(m2:Movie)-[:IN_GENRE]->(g2:Genre {name: 'Drama'}) RETURN DISTINCT d.name",neo4jLabs_synthetic_gpt4o,instance_id_42638,neo4jlabs_demo_db_recommendations
Which 3 products are most frequently ordered together?,"MATCH (p1:Product)-[:ORDERS]-(o:Order)-[:ORDERS]-(p2:Product) WHERE p1.productID < p2.productID WITH p1, p2, count(o) AS times_ordered_together ORDER BY times_ordered_together DESC RETURN p1.productName, p2.productName, times_ordered_together LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_20432,neo4jlabs_demo_db_northwind
Identify the streams that have the most moderators.,"MATCH (s:Stream) WITH s, count{(s)-[:MODERATOR]->()} AS moderatorCount RETURN s, moderatorCount ORDER BY moderatorCount DESC LIMIT 1",neo4jLabs_synthetic_gpt4turbo,instance_id_24459,neo4jlabs_demo_db_twitch
List 3 people born before 1960.,MATCH (p:Person) WHERE p.born < 1960 RETURN p.name LIMIT 3,neo4jLabs_synthetic_claudeopus,instance_id_35011,neo4jlabs_demo_db_movies
"""Which entities have the highest transaction volume?""","MATCH (:Entity)-[r:FILED]->(f:Filing) RETURN r.name AS EntityName, SUM(f.amount) AS TotalTransactionVolume ORDER BY TotalTransactionVolume DESC",neo4j_crowdsourced,instance_id_27916,neo4jlabs_demo_db_fincen
"List the top 3 users with the highest number of streams they are moderators of that have the language ""en"" and have at least one VIP and have at least one chatter.","MATCH (u:User)-[:MODERATOR]->(s:Stream) WHERE (s)-[:HAS_LANGUAGE]->(:Language {name: 'en'}) AND EXISTS { (s)-[:VIP]->(:User) } AND EXISTS { (s)-[:CHATTER]->(:User) } WITH u, count(s) AS moderatedStreamCount ORDER BY moderatedStreamCount DESC LIMIT 3 RETURN u.name AS userName, moderatedStreamCount",neo4jLabs_synthetic_gemini,instance_id_33733,neo4jlabs_demo_db_twitch
Can you find movies that are part of the 'Toy Story Collection'?,MATCH (m:Movie)-[:IN_COLLECTION]->(c:Collection {name: 'Toy Story Collection'}) RETURN m.title,neo4jLabs_synthetic_claudeopus,instance_id_35115,neo4jlabs_demo_db_eoflix
List the top 5 customers based on the number of unique products ordered.,"MATCH (c:Customer)-[:PURCHASED]->(o:Order)-[:ORDERS]->(p:Product) WITH c, COUNT(DISTINCT p.productID) AS uniqueProductsOrdered ORDER BY uniqueProductsOrdered DESC LIMIT 5 RETURN c.companyName AS customerName, uniqueProductsOrdered",neo4jLabs_synthetic_gpt4o,instance_id_44988,neo4jlabs_demo_db_northwind
List the top 5 streams by follower count.,"MATCH (s:Stream) RETURN s.name, s.followers ORDER BY s.followers DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_43439,neo4jlabs_demo_db_twitch
Which 5 actors have acted in the most movies?,"MATCH (a:Actor)-[:ACTED_IN]->(m:Movie) RETURN a.name AS actor, count(m) AS movieCount ORDER BY movieCount DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_35954,neo4jlabs_demo_db_recommendations
List the top 5 highest-grossing movies of 2006.,"MATCH (m:Movie) WHERE m.year = 2006 RETURN m.title, m.revenue ORDER BY m.revenue DESC LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_26140,neo4jlabs_demo_db_recommendations
List the first 5 movies that have a language listed as 'French'.,MATCH (m:Movie) WHERE 'French' IN m.languages RETURN m.title LIMIT 5,neo4jLabs_synthetic_claudeopus,instance_id_35537,neo4jlabs_demo_db_recommendations
Find the customers who have purchased products from suppliers located in the same country as the customer.,MATCH (c:Customer)-->(o:Order)-->(p:Product)<--(s:Supplier) WHERE c.country = s.country RETURN DISTINCT c.companyName,neo4jLabs_synthetic_gemini,instance_id_30973,neo4jlabs_demo_db_northwind
"How many filings are there where the `originator_bank_country` is ""Germany"" and the `beneficiary_bank_country` is ""Afghanistan""?","MATCH (f:Filing) WHERE f.originator_bank_country = ""Germany"" AND f.beneficiary_bank_country = ""Afghanistan"" RETURN count(f)",neo4jLabs_synthetic_gemini,instance_id_28117,neo4jlabs_demo_db_fincen
Which streams have the highest number of user VIPs?,"MATCH (s:Stream)<-[:VIP]-(u:User) RETURN s.name AS stream, count(u) AS vip_count ORDER BY vip_count DESC LIMIT 10",neo4jLabs_synthetic_claudeopus,instance_id_37425,neo4jlabs_demo_db_twitch
